filerange 60632 60782
rangestart 60632 60782

// Subtitles
60632	Hyperdrive disengaged.  The Bentusi are here.  They're in distress.
60633	The Bentusi must be protected.  Draw the Taiidan fleet away and destroy them.
60634	The Bentusi must be protected.  Draw the Kushan fleet away and destroy them.
60635	For the first time in memory, the Bentusi are in the debt of another.
60636	The Taiidan are attacking the Bentusi for allying with us.  We must assist the Bentusi.  Destroy all Taiidan vessels.
60646	Reach your Homeworld.  Establish your claim. We will summon the Council.
60647	Engage Hyperdrive.
60648	Taiidan Empire
60649	Bentusi
60782	Research Division reports it is now equipped for Super Heavy Chassis technology.  We advise commencing research immediately.

rangeend
